"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Mark Species Name","Mark Rear Type Name","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3DD.0078D4725C","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 2:32:08 PM","01","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725C","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 2:32:08 PM","08","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725C","Observation","SC1 - Lower SF Clearwater R at rkm 1","4/14/2024","","","SC1","4/14/2024 6:52:33 PM","B5","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:33 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4725D","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 11:06:43 AM","02","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725D","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 11:06:43 AM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725D","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 11:06:43 AM","09","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4725E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:19:29 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4725F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:25 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4725F","Observation","PD8 - Columbia River Estuary rkm 82","5/2/2024","","","PD8","5/2/2024 4:18:53 AM","02","120","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:12 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 7:28:30 PM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 7:28:31 PM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 7:28:33 PM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 7:28:35 PM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:09:58 PM","A1","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:09:59 PM","A2","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:09:59 PM","A3","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:09:59 PM","A4","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:10:02 PM","31","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:10:02 PM","32","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:10:03 PM","33","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:59:24 PM","91","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:59:24 PM","92","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47260","Observation","LMJ - Lower Monumental Dam Juvenile","4/21/2024","","","LMJ","4/21/2024 8:59:24 PM","93","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47261","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:24:18 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47262","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:19 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47263","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:20:57 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47263","Observation","GRS - Lower Granite Dam Spillway","5/3/2024","","","GRS","5/3/2024 8:38:35 AM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47263","Observation","GRS - Lower Granite Dam Spillway","5/3/2024","","","GRS","5/3/2024 8:38:35 AM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47264","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:24:12 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47265","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:51 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47265","Observation","SC2 - Lower SF Clearwater R at rkm 2","4/17/2024","","","SC2","4/17/2024 8:02:47 PM","A6","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47266","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:26:18 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47267","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:07 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47267","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 4:36:28 PM","07","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47267","Observation","LMJ - Lower Monumental Dam Juvenile","4/22/2024","","","LMJ","4/22/2024 7:32:17 PM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47267","Observation","LMJ - Lower Monumental Dam Juvenile","4/22/2024","","","LMJ","4/22/2024 7:32:19 PM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47267","Observation","LMJ - Lower Monumental Dam Juvenile","4/22/2024","","","LMJ","4/22/2024 7:32:21 PM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47267","Observation","LMJ - Lower Monumental Dam Juvenile","4/22/2024","","","LMJ","4/22/2024 7:32:23 PM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47268","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:27 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47269","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:42 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 1:41:59 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 1:42:02 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 1:42:04 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 1:42:05 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 1:42:07 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:18 AM","B1","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:18 AM","B2","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:18 AM","B3","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:18 AM","B4","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:31 AM","C1","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:31 AM","C2","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:31 AM","C3","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:31 AM","C4","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:34 AM","91","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:34 AM","92","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47269","Observation","GOJ - Little Goose Dam Juvenile","4/19/2024","","","GOJ","4/19/2024 10:45:34 AM","93","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726A","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:25:59 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4726A","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 9:32:38 PM","A1","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726A","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 9:32:40 PM","A2","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726A","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 9:32:42 PM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726A","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 9:32:43 PM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726A","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 9:32:45 PM","A4","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726B","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:25:39 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4726C","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:29 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4726D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:18 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 8:31:08 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 8:31:10 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 8:31:12 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:43:16 AM","A1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:43:16 AM","A2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:50:34 AM","C1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:50:34 AM","C2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:50:36 AM","91","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726D","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 2:50:36 AM","92","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:06 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/16/2024","","","GRJ","4/16/2024 10:18:09 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/16/2024","","","GRJ","4/16/2024 10:18:11 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/16/2024","","","GRJ","4/16/2024 10:18:14 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:28 AM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:28 AM","B2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:36 AM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:36 AM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:44 AM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726E","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:20:44 AM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4726F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:24:15 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47270","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:23 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47271","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:36 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47272","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:40 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47273","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:18:54 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:41 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:42 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:44 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:45 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:46 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","LMJ - Lower Monumental Dam Juvenile","4/23/2024","","","LMJ","4/23/2024 12:37:48 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:45:07 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:45:08 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:45:11 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:45:13 AM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:45:16 AM","04","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:02 AM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:02 AM","B2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:03 AM","B3","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:03 AM","B4","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:16 AM","D1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:16 AM","D2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:16 AM","D3","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:16 AM","D4","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:42 AM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:43 AM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:44 AM","83","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:45 AM","85","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47273","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 1:59:45 AM","86","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47274","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:19:09 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47275","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:25:54 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47276","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:44 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47277","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:44 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47277","Observation","ICH - Ice Harbor Dam (Combined)","4/22/2024","","","ICH","4/22/2024 12:31:42 AM","A1","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47277","Observation","ICH - Ice Harbor Dam (Combined)","4/22/2024","","","ICH","4/22/2024 12:31:44 AM","A2","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47277","Observation","ICH - Ice Harbor Dam (Combined)","4/22/2024","","","ICH","4/22/2024 12:31:47 AM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47277","Observation","ICH - Ice Harbor Dam (Combined)","4/22/2024","","","ICH","4/22/2024 12:31:49 AM","A4","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D47278","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:21:02 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D47279","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:22:37 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4727A","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:20:40 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4727B","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:23:03 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4727C","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:16:45 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 12:53:33 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 12:53:35 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 12:53:37 AM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:34 AM","A1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:34 AM","A2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:45 AM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:46 AM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:53 AM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727C","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 3:52:53 AM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4727D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:11:30 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
